1,1,rice,0
1,1,wheat,0
1,1,jowar,0
1,1,bajra,0
1,1,ragi,0
1,1,maize,0
1,1,barley,0
1,1,small_millets,0
1,1,ahrar,0
1,1,moong,0
1,1,masur,0
1,1,urd,0
1,1,peas,0
1,1,khesari,0
1,1,other pulses,0
1,1,gram prducts,0
1,1,besan,0
1,1,other pulse products,0
1,2,rice,0
1,2,wheat,0
1,2,jowar,0
1,2,bajra,0
1,2,ragi,0
1,2,maize,0
1,2,barley,0
1,2,small_millets,0
1,2,ahrar,0
1,2,moong,0
1,2,masur,0
1,2,urd,0
1,2,peas,0
1,2,khesari,0
1,2,other pulses,0
1,2,gram prducts,0
1,2,besan,0
1,2,other pulse products,0
1,3,rice,0
1,3,wheat,0
1,3,jowar,0
1,3,bajra,0
1,3,ragi,0
1,3,maize,0
1,3,barley,0
1,3,small_millets,0
1,3,ahrar,0
1,3,moong,0
1,3,masur,0
1,3,urd,0
1,3,peas,0
1,3,khesari,0
1,3,other pulses,0
1,3,gram prducts,0
1,3,besan,0
1,3,other pulse products,0
1,4,rice,0
1,4,wheat,0
1,4,jowar,0
1,4,bajra,0
1,4,ragi,0
1,4,maize,0
1,4,barley,0
1,4,small_millets,0
1,4,ahrar,0
1,4,moong,0
1,4,masur,0
1,4,urd,0
1,4,peas,0
1,4,khesari,0
1,4,other pulses,0
1,4,gram prducts,0
1,4,besan,0
1,4,other pulse products,0
1,5,rice,0
1,5,wheat,0
1,5,jowar,0
1,5,bajra,0
1,5,ragi,0
1,5,maize,0
1,5,barley,0
1,5,small_millets,0
1,5,ahrar,0
1,5,moong,0
1,5,masur,0
1,5,urd,0
1,5,peas,0
1,5,khesari,0
1,5,other pulses,0
1,5,gram prducts,0
1,5,besan,0
1,5,other pulse products,0
1,6,rice,0
1,6,wheat,0
1,6,jowar,0
1,6,bajra,0
1,6,ragi,0
1,6,maize,0
1,6,barley,0
1,6,small_millets,0
1,6,ahrar,0
1,6,moong,0
1,6,masur,0
1,6,urd,0
1,6,peas,0
1,6,khesari,0
1,6,other pulses,0
1,6,gram prducts,0
1,6,besan,0
1,6,other pulse products,0
1,7,rice,0
1,7,wheat,0
1,7,jowar,0
1,7,bajra,0
1,7,ragi,0
1,7,maize,0
1,7,barley,0
1,7,small_millets,0
1,7,ahrar,0
1,7,moong,0
1,7,masur,0
1,7,urd,0
1,7,peas,0
1,7,khesari,0
1,7,other pulses,0
1,7,gram prducts,0
1,7,besan,0
1,7,other pulse products,0
1,8,rice,0
1,8,wheat,0
1,8,jowar,0
1,8,bajra,0
1,8,ragi,0
1,8,maize,0
1,8,barley,0
